Category,Word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
6. Food (58): Please select the most appropriate category of form the following word falls into.,Napa Cabbage,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Peach,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Bread,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Apple,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Carbonated Drink,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Not a solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Candy,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Fish,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Sugar,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Salt,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Watermelon,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Spaghetti,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Not a solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Rice,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Ice Cream,Not a solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Not a solid,I don't know/It's hard to say,I don't know/It's hard to say,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Ice ,Not a solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Orange,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Corn,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Yogurt,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Not a solid,Solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Milk,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Not a solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Food,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Not a solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Juice,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Not a solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Chocolate,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Cheese,Not a solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Not a solid,Not a solid,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Coffee,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Not a solid,Not a solid,Solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Cake,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Coke/Cola,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Not a solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Beans,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Tomato,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Grape,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Pizza,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Hot Dog,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Hamburger,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Hotteok (Korean Pancake),I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
6. Food (58): Please select the most appropriate category of form the following word falls into.,Pumpkin,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Pepper,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Ear,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Eye,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Leg,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Back,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Anus,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Head,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Hair,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Neck,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Body,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Knee,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Foot,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Ankle,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Toenail,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Stomach,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Belly Button,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Cheek,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Hand,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Finger,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Shoulder,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Face,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Butt,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Tooth/Teeth,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Mouth,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Lips,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Nose,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Chin,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Arm,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Blood,Not a solid,Not a solid,Not a solid,Not a solid,Solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Solid,Not a solid,Solid,Not a solid,Not a solid,I don't know/It's hard to say,Not a solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Waist,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
7. Parts of the Body (31): Please select the most appropriate category of form the following word falls into.,Tongue,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,I don't know/It's hard to say,I don't know/It's hard to say,I don't know/It's hard to say,Solid,Solid,I don't know/It's hard to say
8. Household Items(36): Please select the most appropriate category of form the following word falls into.,Scissors,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say
8. Household Items(36): Please select the most appropriate category of form the following word falls into.,Rag,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,Not a solid,Solid,Not a solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say
8. Household Items(36): Please select the most appropriate category of form the following word falls into.,Plate (More curved and round),Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say
8. Household Items(36): Please select the most appropriate category of form the following word falls into.,Picture/Artwork,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
8. Household Items(36): Please select the most appropriate category of form the following word falls into.,Money,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Not a solid,I don't know/It's hard to say,Solid,Not a solid,Solid,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,Solid,I don't know/It's hard to say,Solid,Solid,Solid,Solid,I don't know/It's hard to say
